nome;precoNormal;precoPromo;desc;categoria;img
MACÁN CLÁSSICO;672.9;672.9;Um vinho que procura a harmonia voltando-se para as suas raízes. A natureza das suas origens confere-lhe uma elegância especial, uma marca persistente, envolvendo-a num equilíbrio inesquecível de sensibilidade e expressividade. Vinho tinto elaborado integralmente com a casta Tempranillo. Após a fermentação alcoólica, o processo malolático é realizado em barricas e tanques. O envelhecimento ocorre em madeira francesa durante 15 meses e depois em garrafas até ser vendido. Vinho muito elegante, onde a harmonia dos seus aromas e sabores mostram a autenticidade da terra de onde provêm e a sua capacidade para produzir grandes vinhos.;tinto;https://fibo.promokit.com.br/images/empresa/7ddec440-00d5-11ef-bcf5-c39807e54be5.png
VINHO TT PINTIA;1259.9;1259.9;As Bodegas Pintia está localizada nas margens do rio Douro, na região de Toro. Os invernos extremamente frios e os verões quentes influenciam os seus solos complexos - encontrar o período de colheita perfeito é fundamental para garantir que o vinho conserve os aromas frescos e a acidez. O Pintia 2018 é provavelmente o mais vertical e frutado. Um vinho com uma textura muito sedosa que pode ser apreciado desde já, mas que tem um final incrível.;tinto;https://fibo.promokit.com.br/images/empresa/d055c780-00c3-11ef-881f-a1f6df806234.png
Vega Sicilia Ribera del Duero DO Valbuena 5° 2018;2690.9;2690.9;Um dos grandes ícones do vinho espanhol, o reputado Valbuena 5º Año é o segundo vinho das Bodegas Vega Sicilia - um tinto superlativo, de grande classe e elegância. Envelhece menos tempo em carvalho do que o Vega Sicilia Unico, sendo lançado cinco anos após a colheita e estando pronto para ser bebido mais cedo. Trata-se de um vinho extraordinário, extremamente bem talhado, com potência e concentração bem moldadas por finesse e grande complexidade, além de um adorável frescor e um longo final de boca. Altamente recomendado!;tinto;https://fibo.promokit.com.br/images/empresa/aa62be70-3282-11ef-9d11-1f356865bef6.png
VIÑA TONDONIA GRAN RESERVA;609.9;609.9;O Vina Tondonia Gran Reserva Tinto, produzido pela renomada vinícola espanhola Viña Tondonia, é um vinho de alta qualidade e prestígio. Esta é uma das safras mais emblemáticas da Viña Tondonia, conhecida por sua tradição e excelência na produção de vinhos de longa guarda. Elaborado a partir de uvas cuidadosamente selecionadas de vinhas antigas da região de Rioja Alta, este vinho passa por um longo período de envelhecimento em barricas de carvalho, seguido por um período adicional de maturação em garrafa nas adegas da vinícola. O resultado é um vinho complexo e elegante, com aromas sedutores de frutas maduras, especiarias e notas de carvalho bem integradas. Na boca, é equilibrado, com taninos refinados e uma acidez vibrante, culminando em um final longo e persistente. Este Vina Tondonia Gran Reserva Tinto 2001 é uma verdadeira obra-prima da enologia espanhola, perfeito para apreciadores de vinhos de grande classe e caráter. Maturado nada menos que 10 anos em barricas de carvalho de mais de 150 anos, mostra toda a complexidade que pode atingir um vinho da Rioja. Um tinto monumental, que combina de maneira magistral complexidade e frescor.;tinto;https://fibo.promokit.com.br/images/empresa/4187ed90-0293-11ef-93d6-7d324d680805.png
VINHO TINTO SOLAR VIEJO TREMPANILHO 2022;44.9;44.9;Vinho Tinto Solar Viejo Tempranillo 750 ml. Com mais de 75 anos de história, a bodega Solar Viejo integra tradição e vanguarda. Engarrafamos o espírito La Rioja para oferecer vinhos únicos com personalidade, reconhecidos e valorizados em todo o mundo.;tinto;https://fibo.promokit.com.br/images/empresa/447557b0-0be2-11ef-a88d-9fc268a4c69b.png
VINHO ORUBE CRIANZA RIOJA 1,5 2018;199.9;199.9;Vinho Orube Crianza D.O. La Rioja 750 ml. Orube nasce no coração de La Rioja e significa solar no idioma euskera (País Vasco), em homenagem às mansões de onde nasceu o primeiro vinho da vinícola. Conhecido pelos vinhos que misturam tradição e modernidade, vinhos complexos e únicos, com identidade memorável.;tinto;https://fibo.promokit.com.br/images/empresa/21eebaf0-0be3-11ef-bb3b-f169950e1ec1.png
I LOVE MERLOT I HEART WINES;33.9;33.9;Tinto elaborado exclusivamente a partir de Merlot, sem passagem por madeira. Apresenta boa qualidade de fruta, tanto no nariz quanto no palato, acompanhada por notas de ervas, florais e de especiarias. Tem acidez refrescante, taninos macios e de boa textura e final saboroso, com toques de ameixas. Álcool 12%.;tinto;https://fibo.promokit.com.br/images/empresa/04438720-0be7-11ef-9289-5fa42a1b4ea1.png
Vinho Tinto Espanhol Petit Vervm Garnacha;63.9;63.9;Sob a filosofia de sustentabilidade e preservação nasce este Garnacha, provando que a combinação entre um bom vinho e o cuidado com o meio ambiente pode ser surpreendente! Estamos falando de um tinto frutado, com taninos delicados e um corpo cheio em boca. Esta é a sua chance de apreciar um vinho orgânico, que entrega uma expressão fiel de seu terroir e da história de seus produtores. Pra enriquecer essa experiência, uma típica tortilla de patata é a pedida certa. Visual Vermelho-rubi profundo Nariz Frutas vermelhas e pretas, com toques amadeirados Boca Frutas pretas e vermelhas, taninos delicados, cheio em boca Harmonização Pizzas e massas à base de molho de tomate, pratos frios;tinto;https://fibo.promokit.com.br/images/empresa/3fc21b70-121a-11ef-b1f5-1736a084d93d.png
Vinho tinto sherazade;169.9;169.9;Sherazade, fascinante mulher protagonista da história das Mil e Uma Noites tem uma voz doce, que acorrenta o ouvinte em suas histórias. Com grande exuberância de frutas vermelhas este tinto siciliano segue os passos de sua musa, te obrigando a sempre uma nova taça deste frutado e equilibrado rótulo;tinto;https://fibo.promokit.com.br/images/empresa/d76e8cc0-121e-11ef-b1de-312f2cfb435f.png
ESTEBAN MARTIN ROSADO;49.9;29.9;Um vinho elaborado através de um belnd diferente, que mistura Chardonnay com Macaebo. O que resulta em um vinho aromático, fresco, harmonioso e final persistente. Ideal para um piquenique no parque ou uma refeição descontraída, com os amigos. Vinho elaborado seguindo práticas veganas.;rose;https://fibo.promokit.com.br/images/empresa/aa4b5080-4dfa-11ef-af39-cdcfe132dd5c.png
VINHO TT MARQUES DE CARCERES RESERVA;187.9;187.9;Marques De Caceres Reserva Tinto 750 Ml é um vinho tinto espanhol composto por 85% Tempranillo, 1% Red Garnacha e 5% Graciano. Ele vem da região D.O.Ca.. Rioja na Espanha e foi envelhecida por 2 meses em carvalho francês. Este vinho é feito exclusivamente em grandes safras e tem uma vida útil de 7 a 8 anos. Tem uma camada intensa com um tom rubi escuro. No nariz, oferece uma fina complexidade com notas de baunilha e tostadas suaves. Na boca, é harmonioso e integra taninos sedosos e bem definidos com sabores deliciosos que oferecem grande amplitude. É ideal para servir com leitão assado, carne grelhada e ossobuco de vitela assado.;tinto;https://fibo.promokit.com.br/images/empresa/b1a48120-7c54-11ef-8150-0d0d5de71487.png
VINHO TT MARQUES DE CARCERES GRAN RESERVA;329.9;329.9;Marques De Caceres Reserva Tinto 750 Ml é um vinho tinto espanhol composto por 85% Tempranillo, 1% Red Garnacha e 5% Graciano. Ele vem da região D.O.Ca.. Rioja na Espanha e foi envelhecida por 2 meses em carvalho francês. Este vinho é feito exclusivamente em grandes safras e tem uma vida útil de 7 a 8 anos. Tem uma camada intensa com um tom rubi escuro. No nariz, oferece uma fina complexidade com notas de baunilha e tostadas suaves. Na boca, é harmonioso e integra taninos sedosos e bem definidos com sabores deliciosos que oferecem grande amplitude. É ideal para servir com leitão assado, carne grelhada e ossobuco de vitela assado.;tinto;https://fibo.promokit.com.br/images/empresa/615a31a0-7c55-11ef-be1c-b5ed0e19ef9c.png
VINHO BCO LOCO BARBER;39.9;24.9;Um vinho muito especial de uma bela cor pálida, limpa e brilhante, com reflexos esverdeados, definidos pela casta utilizada. Feito com uvas Chardonnay, que traz untuosidade e redondeza. Destaca-se pela elegância e complexidade, com aromas de frutas brancas frescas como pêra, maçã e melão, com notas florais e notas de figos. Final longo, equilibrado, sem extremos duros ou acidez agressiva. Possui uma grande variedade de sabores, que são definidos pela fruta branca.;branco;https://fibo.promokit.com.br/images/empresa/c611b030-e30e-11ef-bb18-c980891516a1.png
VINHO TT GAUDIUM;547.9;547.9;Cor vermelha rubi escura e densa. Bouquet intenso e complexo com aromas vivos que adicionam um toque de delicadeza. Notas de amoras e groselhas negras se abrem na boca, onde sabores carnudos e duradouros são envoltos em taninos ricos e suaves.;rose;https://fibo.promokit.com.br/images/empresa/44a9f340-e31d-11ef-a330-5f11f34c0a5a.png
VINHO TT LA GARGANTILHA;289.9;289.9;Este vinho é um regresso às origens da nossa amada terra, La Rioja. Existe uma ligação especial entre esta uva, nossa família e a maneira como entendemos os vinhos, já que fomos pioneiros em fazer um 100% Garnacha Reserva em 1985. Este vinho dá-nos nuances expressivas, frescas, cheias de fruta vermelha e tensão. A sua maior virtude reside em preservar a acidez vibrante, a elegância frágil e a tipicidade típicas de uma zona única para esta casta.;tinto;https://fibo.promokit.com.br/images/empresa/e48ba3b0-e320-11ef-a359-c93b960bdf2c.png
CARNIVOR CABERNET SAUVIGNON;79.9;79.9;Elaborado com a Cabernet Sauvignon, considerada a rainha das uvas tintas, esse rótulo faz referência a ousadia e a audácia do topo da cadeia alimentar, os carnívoros. Com um estilo que agrada os mais diversos paladares, o Carnivor reúne tudo o que você procura em um vinho: personalidade, potência e sabor persistente. Um vinho elaborado com uvas provenientes de uma região de clima moderadamente quente onde as uvas têm um alto ponto de maturação, logo, maior concentração de nutrientes que geram vinhos mais intensos no paladar.;tinto;https://fibo.promokit.com.br/images/empresa/c2e1fc50-1774-11ef-88c3-67807f0e8632.png
VINHO TT CAYMUS BONUNDRUM RED;499.9;499.9;"Com a mesma filosofia de combinar várias uvas diferentes para criar um vinho único e sem similar ""consagrada décadas atrás por Wagner em seu famoso branco Conundrum"" o enólogo usou diversas uvas tintas da Califórnia para criar um corte secreto, que chamou de Conundrum Red. Trata-se de um vinho de grande personalidade, cheio de fruta, com ótima estrutura e um estilo redondo e apetitoso, fácil de gostar.";branco;https://fibo.promokit.com.br/images/empresa/06848a10-fc1b-11ee-94b7-5fad05ef46bb.png
VINHO TT OPUS ONE 2017;5425.9;5425.9;A safra de 2017 de um dos mais famosos e cobiçados vinhos do mundo está simplesmente espetacular, merecendo nada menos que 99 pontos de James Suckling e 98 pontos de Robert Parker. Elaborado com um corte de 77,5% de Cabernet Sauvignon e pequenas parcelas de Petit Verdot, Merlot, Cabernet Franc e Malbec, é um tinto que combina aromas de frutas negras, especiarias e toques florais com taninos potentes e sedosos que prometem que o vinho possa ser guardado por diversas décadas. Um verdadeiro ícone do mundo do vinho.;tinto;https://fibo.promokit.com.br/images/empresa/d6b7d3c0-ff42-11ee-8302-b56e2be7a962.png
VINHO TINTO ROBERT MONDAVI;102.9;102.9;Foi o maior símbolo da vitivinicultura americana. fundou sua vinícola em 1966 na Califórnia, EUA, e sempre acreditou que poderia produzir vinhos do mais alto padrão de qualidade. americano e filho de imigrantes italianos, Robert Mondavi foi sempre influenciado pela cultura e tradições do velho mundo. Blend das uvas Syrah e Merlot, a fruta deste vinho vem das cobiçadas vinhas da Costa Central da Califórnia.;tinto;https://fibo.promokit.com.br/images/empresa/17bce490-066a-11ef-8c67-c5d997f422cd.png
ROBERT MONDAVI CABERNET SAUVIGNON;102.9;102.9;Este Cabernet Sauvignon é elaborado com uvas de Monterey colhidas no auge da maturação de vinhas costeiras. Parte do vinho passa por envelhecimento em carvalho americano virgem e outra parte é envelhecida em barris de ex-bourbon. Os barris novos conferem notas tostadas e os usados aportam toques de baunilha e ervas secas, resultando num vinho complexo e único, diferente de qualquer outro Cabernet;tinto;https://fibo.promokit.com.br/images/empresa/e487cda0-066a-11ef-ab01-eb31e66d3d14.png
Vinho tinto Donati;306.9;306.9;Vinho elaborado em umas das mais conceituadas vinícolas dos Estados Unidos, Donati Cabernet Sauvignon é elegante, maduro e sedoso. Seus aromas remetem a notas de frutas vermelhas e pretas maduras, além de toques de baunilha e especiarias. Um elegante e super fresco tinto de Paso Robles.;tinto;https://fibo.promokit.com.br/images/empresa/5300f6c0-1215-11ef-b1de-312f2cfb435f.png
VINHO TINTO COPPOLLA ROSSO E BIANCO SHIRAZ;159.9;159.9;Rosso é feito a partir de uma mistura de Zinfandel, Cabernet Sauvignon e Syrah de regiões de cultivo climaticamente diversas em toda a Califórnia. Isso nos ajuda a alcançar mais complexidade e nuances intrigantes. A fruta Lodi, em particular, se beneficia dos diferenciais de temperatura, onde o clima diurno extremamente quente é compensado pela brisa fresca da tarde do Delta de San Joaquin.;tinto;https://fibo.promokit.com.br/images/empresa/65c51e60-327e-11ef-ad2b-a3fbbc5aa31c.png
CAYMUS VINEYARDS ZINFANDEL;759.9;759.9;De minúscula produção, o Zinfandel de Caymus é vendido apenas na própria vinícola e exportado para pouquíssimos países. O vinho é uma homenagem ao pai de Chuck Wagner, que era um fã da uva Zinfandel. Elaborado com uvas de vinhedos muito antigos, plantados na região de Santa Helena, o vinho é cortado com uma pequena parcela de Petit Sirah, que dá mais nervo e estrutura. Robusto, envolvente e repleto de notas de frutas maduras, é um tinto sedutor, que merece ser conhecido.;tinto;https://fibo.promokit.com.br/images/empresa/86eeed70-3281-11ef-8132-ad4d7770326b.png
MENAGE A TROIS LIMELIGHT PINOT GRIGIO;104.9;99.9;Fruto da paixão de um casal de arquitetos, a história da vinícola é marcada pela relação do casal com o vinho, que foram à Califórnia em busca de vinhos de alta qualidade, balanceados e saborosos.;tinto;https://fibo.promokit.com.br/images/empresa/de668a50-5710-11ef-96fb-c18a9210224c.png
HARDYS stamp shiraz cabernet;59.9;59.9;Vinho Hardys Stamp Shiraz Cabernet Sauvignon. Este vinho tinto foi desenvolvido com a máxima qualidade para agradar a todos os paladares sofisticados e exigentes. Ideal para acompanhar churrascos e carnes com molho condimentado.;tinto;https://fibo.promokit.com.br/images/empresa/26b5d410-1232-11ef-8cdc-fbc251e7462d.png
TOURNON CHARDONNAY LANDSBOROUGH 2020;177.9;177.9;Cor dourada pálida com notas verdes. O nariz é uma combinação de pêra, limão maduro e jasmim. Paladar rico e intenso, muito expressivo com um início frutado jovem seguido de um final longo e mineral. Sobre a vinícola : A família Chapoutier é conhecida há muito tempo como uma referência no Vale do Ródano, mas em 1997 Michel Chapoutier expandiu seus horizontes para o Novo Mundo, especificamente para a região australiana de Victoria. Inicialmente produzindo vinhos em conjunto com vinícolas locais renomadas, como JasperHill e Giaconda, em 2009 Chapoutier comprou as propriedades Shays Flat e Landsborough Valley nos Pirenéus australianos, dando origem ao Domaine Tournon, de propriedade integral. Não é novidade que o foco está em Shiraz, que sob a mão habilidosa de Chapoutier consegue evocar a mineralidade e a elegância do norte do Ródano, ao mesmo tempo que expressa o solo e o clima de Victoria.;branco;https://fibo.promokit.com.br/images/empresa/002ab190-0336-11ef-ab01-eb31e66d3d14.png
TOURNON PYRENEES SHIRAZ;139.9;139.9;Cor dourada pálida com notas verdes. O nariz é uma combinação de pêra, limão maduro e jasmim. Paladar rico e intenso, muito expressivo com um início frutado jovem seguido de um final longo e mineral. Sobre a vinícola : A família Chapoutier é conhecida há muito tempo como uma referência no Vale do Ródano, mas em 1997 Michel Chapoutier expandiu seus horizontes para o Novo Mundo, especificamente para a região australiana de Victoria. Inicialmente produzindo vinhos em conjunto com vinícolas locais renomadas, como JasperHill e Giaconda, em 2009 Chapoutier comprou as propriedades Shays Flat e Landsborough Valley nos Pirenéus australianos, dando origem ao Domaine Tournon, de propriedade integral. Não é novidade que o foco está em Shiraz, que sob a mão habilidosa de Chapoutier consegue evocar a mineralidade e a elegância do norte do Ródano, ao mesmo tempo que expressa o solo e o clima de Victoria.;tinto;https://fibo.promokit.com.br/images/empresa/d79cd8e0-0cb1-11ef-983c-c722feb616d3.png
Vinho Australiano Tinto Seco Penfolds Koonunga Hill Shiraz;153.9;153.9;"Maceração pré-fermentativa a frio; fermentação alcoólica em tanques de aço inox com controle de temperatura.";tinto;https://fibo.promokit.com.br/images/empresa/52489820-0cc3-11ef-a88d-9fc268a4c69b.png
Pueblo sol tannat 750 ml;22.9;22.9;No paladar, o Pueblo del Sol Tannat revela-se jovem e vibrante, apresentando uma estrutura firme e taninos suaves, que desenham no paladar a textura de um vinho robusto, porém acessível. Cada gole é um convite para explorar mais da complexidade e riqueza que o solo uruguaio pode oferecer.;tinto;https://fibo.promokit.com.br/images/empresa/f218c600-04bb-11ef-93d6-7d324d680805.png
VINHO BCO MATAOJO TOURIGA NACIONAL ROSADO;89.9;89.9;A uva Touriga Nacional é originalmente uma casta portuguesa tinta, mas nos apaixonamos pela sua versão rosé. Nós da Bodega Mataojo estávamos há tempos buscando um vinho rosado perfeito, e foi unindo a tradição portuguesa com o charme uruguaio que encontramos a composição ideal, com leveza e frescor sem perder a graça. Conseguimos sair do óbvio, desconstruir e ao mesmo tempo valorizar o que esta variedade tem de mais fascinante. No copo, sua intensidade de coloração é leve, assemelha-se a um pálido salmão. Aromaticamente, predominam os iogurtes de frutas silvestres como amora e ameixas frescas, um toque de framboesa e maça vermelha. O seu volume em boca não decepciona, e nos surpreende com uma justa e refrescante acidez.;rose;https://fibo.promokit.com.br/images/empresa/c7e6eee0-283a-11f0-8871-073b17e7377b.png
CHATEAAU KSARA;178.9;178.9;Château Ksara é a vinícola mais antiga do Líbano. Fundada em 1857 por monges jesuítas, Ksara aposta no terroir libanês e nas variedades francesas com seus vinhedos localizados no vale de Bekaa, que fica a 1.200 metros de altitude. O Vinho Chateau Ksara é perfeito para quem aprecia uma bebida com tradição, sabores impressionantes e versatilidade no mesmo rótulo. Desenvolvido na maior e mais visitada vinícola no Líbano, apresenta um aroma especial de frutas vermelhas, baunilha e especiarias, proporcionando uma sensação rica, complexa e com taninos macios na boca. Ideal para harmonizar com carnes vermelhas grelhadas, carne de caça, cordeiro assado, legumes grelhados, molhos consistentes (à caçadora) e queijos médios.;tinto;https://fibo.promokit.com.br/images/empresa/8a49d060-0cb2-11ef-b964-5d24fa2f4d11.png
VINHO ISR GAMLA CABERNET SAUVIGNON TTO 750 ML;189.9;189.9;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights;tinto;https://fibo.promokit.com.br/images/empresa/2e3d2530-0c79-11ef-9ec4-3d358f7dc5ce.png
VINHO ISR GAMLA PINOT NOIR TTO 750 ML;189.9;189.9;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights.;tinto;https://fibo.promokit.com.br/images/empresa/92b361c0-0cb8-11ef-b56b-7beb72fdf6fe.png
VINHO ISR GAMLA SYRAH TTO 750 ML;189.9;189.9;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights.;tinto;https://fibo.promokit.com.br/images/empresa/4eb9f420-0cb8-11ef-a0e3-237d631dc8f4.png
CASA PERINE BRUT ROSE;44.9;44.9;Espumante de coloração rosada cereja que se torna vibrante pelo intenso perlage na taça. Seus aromas tem nuances de frutas vermelhas frescas como framboesa e cereja. Seu sabor é frutado e fresco com final agradavelmente marcante.;rose;https://fibo.promokit.com.br/images/empresa/14d2c920-0d5e-11ef-9219-ef5002da961a.png
CASA VALDUGA extra Brut;79.9;79.9;Espumante Casa Valduga Premium Extra Brut 750 ml Elaborado a partir das variedades Chardonnay e Pinot Noir através do Método Tradicional - refermentação em garrafa - permaneceu 24 meses nas caves subterrâneas maturando sobre leveduras.;espumante;https://fibo.promokit.com.br/images/empresa/10e004f0-0d7b-11ef-9983-bdb72ad3892c.png
ESPUMANTE 130 ANOS BRUT BLANC DE BLANC 750ML;169.9;169.9;Elaborado exclusivamente com uvas Chardonnay de safras especiais, através do método champenoise, permanece em autólise de leveduras por 36 meses. Encantador, possui coloração amarelo palha e um fino perlage. O bouquet revela grande intensidade e elegância, com perfeita harmonia entre as notas frutadas e as finas nuances amanteigadas e de brioche. A delicadeza da Chardonnay se transforma em um espumante único, com excelente cremosidade e frescor.;espumante;https://fibo.promokit.com.br/images/empresa/d5fc20d0-f66e-11ee-9fd3-6d75a8eb7b80.png
ESPUMANTE AURORA 0,0%;34.9;34.9;Espumante Aurora 0,0% Álcool. Bebida leve elaborada com uvas americanas brancas apresenta um visual amarelo palha, possui um aroma adocicado com notas frutadas e um sabor doce com toques mais tropicais e delicados. Ideal para ser consumido a uma temperatura de 4°C - 6°C juntamente com sobremesas como a salada de frutas ou um creme de papaya. Bebida Não Alcoólica. Contém 750ml. Espumante Nacional.;espumante;https://fibo.promokit.com.br/images/empresa/f9383f10-f5b6-11ee-a880-dde0c141af4b.png
ESPUMANTE CASA VALDUGA 130 BRUT ROSE;137.9;137.9;Luminoso, possui coloração salmão, com perlage fino e delicado, formando uma coroa generosa. O bouquet é expressivo, denotando frutas confitadas e licor de cereja, ao longo da degustação as notas de sua maturação revelam amêndoas e brioche. No palato, a sua cremosidade e elegância destacam-se juntamente com a acidez vibrante e suculenta, combinada com o retrogosto evidenciado pelos toques amanteigados.;espumante;https://fibo.promokit.com.br/images/empresa/cd634110-f673-11ee-b8e6-fb09278cee0d.png
ESPUMANTE CASA VALDUGA NATURE PREMIUM;79.9;79.9;Espumante único elaborado com as seletas uvas Chardonnay e Pinot Noir, este exclusivo espumante simboliza toda a grandeza do método tradicional de refermentação em garrafa. Permaneceu 24 meses em caves.;espumante;https://fibo.promokit.com.br/images/empresa/e3964ec0-f671-11ee-9596-3b67d7bc431c.png
ESPUMANTE CASA VALDUGA PREMIUM MOSCATEL;79.9;79.9;Experimente o Espumante Casa Valduga Premivm Moscatel e surpreenda-se com seu aroma e sabor únicos. Elaborado com uvas selecionadas através do método Asti, este vinho é perfeito para quem busca qualidade e sofisticação em cada detalhe. Harmonize com entradas e sobremesas e desfrute de uma experiência inesquecível!;espumante;https://fibo.promokit.com.br/images/empresa/0145fd20-f673-11ee-a23f-35ee6a66d08b.png
ESPUMANTE CASA VALDUGA ROSE;69.9;69.9;Em boca é elegante e refrescante, possui bouquet delicado com notas florais e frutadas, lembrando pêssego e amora.;espumante;https://fibo.promokit.com.br/images/empresa/d4f0d540-f1e2-11ee-9ef9-674f0e49a0d1.png
ESPUMANTE MOSCATO FREIXENET ASTI D.O.C.G. 750ML;94.9;94.9;Espumante Moscato Freixenet Asti DOCG 750ml. Freixenet Asti D.O.C.G. é um espumante doce, produzido em uma das mais prestigiadas regiões vinícolas da Itália, Piemonte. Um espumante único, delicado e elegante, devido ao seu processo de vinificação. Equilibra o frutado com doçura refrescante tornando-se ideal para momentos doces.;espumante;https://fibo.promokit.com.br/images/empresa/98363e10-f5ed-11ee-a880-dde0c141af4b.png
FREIXENET CORDON NEGRO 200 ML;26.9;26.9;DESCRIÇÃO Espumante Freixenet Cava Cordon Negro Brut 200 ml. Lançado originalmente em 1974, Freixenet Cordón Negro é leve, apreciado por seu grande frescor e conhecido mundialmente por sua emblemática garrafa preta e dourada. Com aromas de frutas cítricas e acidez equilibrada, este Cava é perfeito para acompanhar aperitivos, carnes, massas e risotos. CARACTERÍSTICAS: Importado da Espanha. Graduação Alcoólica: 11,5% vol. Volume: 200 ml.;espumante;https://fibo.promokit.com.br/images/empresa/9029a240-f1e0-11ee-9521-5188656ddae8.png
FREIXENET CORDON NEGRO BRUT 750ML;64.9;64.9;Cava Freixenet Cordon Negro Brut. Cava leve muito apreciado por seu grande frescor. O elevado teor da uva Parellada no coupage e a fermentação com temperatura controlada de 12ºC lhe conferem aromas finos e intensos, predominando os frutais. Sua coloração é amarelo palha e brilhante. Sua borbulha, fina e persistente, forma uma excelente coroa. Tem paladar límpido, leve e com elegante e ampla via retronasal. Ideal para acompanhar frutos do mar, risotos e carnes brancas. Coupage: 40% Parellada, 35% Macabeo e 25% Xarello. Temperatura ideal de consumo: 6 a 7ºC. Graduação Alcoólica 12%. Contém 750ml. Cava Importado da Espanha.;espumante;https://fibo.promokit.com.br/images/empresa/cac03600-f10c-11ee-9405-61adbde6b70b.png
FREIXENET ICE BRANCA;69.9;69.9;Espumante Freixenet Ice Branco 750ml Semi Seco Como todo tradicional Cava, Freixenet Ice é elaborado com as uvas Macabeo, Xarel-lo e Parrellada do clássico Cordon Negro, com um toque de Chardonnay, que contribui para realçar as notas frutadas, garantindo mais leveza, acentuando os tons cítricos. Envelhecimento e Conservação: A primeira fermentação é realizada em cubas de inox, com temperatura controlada. A segunda fermentação acontece na garrafa entre 12 e 14 meses. Notas: Com perlages finas combinadas com notas de pêssegos, peras maduras, flores e nuances de frutas tropicais, no paladar é cremoso e doce com um final longo e pode ser valorizado quando apreciado com cubos de gelo e frutas. Graduação Alc.: 11,5% Volume: 750ml Importado da Espanha Você esta comprando: 01 Unidade Espumante Freixenet Ice Branco 750ml Semi Seco;espumante;https://fibo.promokit.com.br/images/empresa/791d5b80-f1f6-11ee-ac51-7b9d2420db59.png
FREIXENET ICE ROSE;69.9;69.9;Perfeita com queijos suaves e sobremesas saborosas. E o segredo de sua excelência também está no processo de fermentação: uma cuidadosa primeira etapa em cubas de inox sob temperatura controlada, seguida por uma segunda fermentação na garrafa que dura entre 9 e 12 meses. Compre online e descubra a magia deste espumante, entregue com todo carinho pelo Vineria 9 diretamente em sua residência.;espumante;https://fibo.promokit.com.br/images/empresa/c33fef20-f1f6-11ee-b5a5-172f9ae5ba1d.png
FRIXENET PINOT GRIGIO;68.9;68.9;Vinho Freixenet Pinot Grigio DOC. O vinho Freixenet Pinot Grigio DOC é um elegante vinho branco feito com as melhores uvas da pitoresca região de Garda, no norte da Itália. Delicado, fresco e agradável, Freixenet Pinot Grigio Garda DOC é sutil e fácil de beber. Mescla notas de maçã verde, frutas cítricas e flores brancas e é muito equilibrado no paladar. Graduação Alcoólica 11,5%. Contém 750ml. Vinho Importado da Itália.;espumante;https://fibo.promokit.com.br/images/empresa/e4b73c50-f285-11ee-bdf9-77dac3760d1a.png
ESPUMANTE CHANDON DEMI SEC;89.9;79.9;Espumante Chandon Riche Demi-Sec 750 ml De Garibaldi na tradicional região produtora da Serra Gaúcha, em altitudes de 350 a 700 m, e da nova região de Encruzilhada, em altitudes de 300 a 400 m, vêm as uvas que compõem a Chandon Richie Demi-Sec. Selecionamos as microrregiões de clima ameno, dias não muito quentes e noites frescas, solos bem drenados, capazes de eliminar rapidamente os excessos de água das chuvas. Estas condições permitem obter uvas de alta qualidade, sãs, maduras, apresentando bons teores de acidez natural e aromas delicados, características essenciais para elaborar espumantes de classe mundial. Chandon Riche Demi-Sec é generosa e aveludada perfeita para ocasiões especiais. Mais doce que a Chandon Réserve Brut é também elaborada com as uvas Riesling Itálico Chardonnay e Pinot Noir trazendo em seu aroma notas de frutas tropicais com um toque de mel e baunilha. Paladar aveludado, com bom frescor, excelente cremosidade e ótima. Grande espumante gastronômico (sobremesas, pratos agridoces ou picantes) harmonia entre acidez e doçura. Consuma entre 6°C - 9°C Teor Alcoólico: 11,60% 70% Riesling Itálico 15% Chardonnay 15% Pinot Noir;espumante;https://fibo.promokit.com.br/images/empresa/24e1ac60-0a47-11ef-93e7-b911602aea30.png
CASA PERINE BRUT;44.9;44.9;Elaborado com as uvas moscatéis da região da Indicação de Procedência da Farroupilha, famosa e reconhecida por sua excelência na produção desta variedade no Brasil.;espumante;https://fibo.promokit.com.br/images/empresa/c87dc520-0d5d-11ef-9ec4-3d358f7dc5ce.png
