NOME;CATEGORIA;PRECO_NORMAL;PRECO_PROMO;URL_IMG;DESCRICAO
VINHO TT MARQUES DE CARCERES GRAN RESERVA;tinto;329.9;329.9;https://fibo.promokit.com.br/images/empresa/615a31a0-7c55-11ef-be1c-b5ed0e19ef9c.png;Marques De Caceres Reserva Tinto 750 Ml é um vinho tinto espanhol composto por 85% Tempranillo, 1% Red Garnacha e 5% Graciano. Ele vem da região D.O.Ca.. Rioja na Espanha e foi envelhecida por 2 meses em carvalho francês. Este vinho é feito exclusivamente em grandes safras e tem uma vida útil de 7 a 8 anos. Tem uma camada intensa com um tom rubi escuro. No nariz, oferece uma fina complexidade com notas de baunilha e tostadas suaves. Na boca, é harmonioso e integra taninos sedosos e bem definidos com sabores deliciosos que oferecem grande amplitude. É ideal para servir com leitão assado, carne grelhada e ossobuco de vitela assado.
VINHO BCO LOCO BARBER;branco;24.9;24.9;https://fibo.promokit.com.br/images/empresa/c611b030-e30e-11ef-bb18-c980891516a1.png;Um vinho muito especial de uma bela cor pálida, limpa e brilhante, com reflexos esverdeados, definidos pela casta utilizada. Feito com uvas Chardonnay, que traz untuosidade e redondeza. Destaca-se pela elegância e complexidade, com aromas de frutas brancas frescas como pêra, maçã e melão, com notas florais e notas de figos. Final longo, equilibrado, sem extremos duros ou acidez agressiva. Possui uma grande variedade de sabores, que são definidos pela fruta branca.
VINHO TT GAUDIUM;rose;547.9;547.9;https://fibo.promokit.com.br/images/empresa/44a9f340-e31d-11ef-a330-5f11f34c0a5a.png;Cor vermelha rubi escura e densa. Bouquet intenso e complexo com aromas vivos que adicionam um toque de delicadeza. Notas de amoras e groselhas negras se abrem na boca, onde sabores carnudos e duradouros são envoltos em taninos ricos e suaves.
VINHO TT LA GARGANTILHA;tinto;289.9;289.9;https://fibo.promokit.com.br/images/empresa/e48ba3b0-e320-11ef-a359-c93b960bdf2c.png;Este vinho é um regresso às origens da nossa amada terra, La Rioja. Existe uma ligação especial entre esta uva, nossa família e a maneira como entendemos os vinhos, já que fomos pioneiros em fazer um 100% Garnacha Reserva em 1985. Este vinho dá-nos nuances expressivas, frescas, cheias de fruta vermelha e tensão. A sua maior virtude reside em preservar a acidez vibrante, a elegância frágil e a tipicidade típicas de uma zona única para esta casta.
CARNIVOR CABERNET SAUVIGNON;tinto;79.9;79.9;https://fibo.promokit.com.br/images/empresa/c2e1fc50-1774-11ef-88c3-67807f0e8632.png;Elaborado com a Cabernet Sauvignon, considerada a rainha das uvas tintas, esse rótulo faz referência a ousadia e a audácia do topo da cadeia alimentar, os carnívoros. Com um estilo que agrada os mais diversos paladares, o Carnivor reúne tudo o que você procura em um vinho: personalidade, potência e sabor persistente. Um vinho elaborado com uvas provenientes de uma região de clima moderadamente quente onde as uvas têm um alto ponto de maturação, logo, maior concentração de nutrientes que geram vinhos mais intensos no paladar.
VINHO TT CAYMUS BONUNDRUM RED;branco;499.9;499.9;https://fibo.promokit.com.br/images/empresa/06848a10-fc1b-11ee-94b7-5fad05ef46bb.png;"Com a mesma filosofia de combinar várias uvas diferentes para criar um vinho único e sem similar ""consagrada décadas atrás por Wagner em seu famoso branco Conundrum"" o enólogo usou diversas uvas tintas da Califórnia para criar um corte secreto, que chamou de Conundrum Red. Trata-se de um vinho de grande personalidade, cheio de fruta, com ótima estrutura e um estilo redondo e apetitoso, fácil de gostar."
VINHO TT OPUS ONE 2017;tinto;5425.9;5425.9;https://fibo.promokit.com.br/images/empresa/d6b7d3c0-ff42-11ee-8302-b56e2be7a962.png;A safra de 2017 de um dos mais famosos e cobiçados vinhos do mundo está simplesmente espetacular, merecendo nada menos que 99 pontos de James Suckling e 98 pontos de Robert Parker. Elaborado com um corte de 77,5% de Cabernet Sauvignon e pequenas parcelas de Petit Verdot, Merlot, Cabernet Franc e Malbec, é um tinto que combina aromas de frutas negras, especiarias e toques florais com taninos potentes e sedosos que prometem que o vinho possa ser guardado por diversas décadas. Um verdadeiro ícone do mundo do vinho.
VINHO TINTO ROBERT MONDAVI;tinto;102.9;102.9;https://fibo.promokit.com.br/images/empresa/17bce490-066a-11ef-8c67-c5d997f422cd.png;Foi o maior símbolo da vitivinicultura americana. fundou sua vinícola em 1966 na Califórnia, EUA, e sempre acreditou que poderia produzir vinhos do mais alto padrão de qualidade. americano e filho de imigrantes italianos, Robert Mondavi foi sempre influenciado pela cultura e tradições do velho mundo. Blend das uvas Syrah e Merlot, a fruta deste vinho vem das cobiçadas vinhas da Costa Central da Califórnia.
ROBERT MONDAVI CABERNET SAUVIGNON;tinto;102.9;102.9;https://fibo.promokit.com.br/images/empresa/e487cda0-066a-11ef-ab01-eb31e66d3d14.png;Este Cabernet Sauvignon é elaborado com uvas de Monterey colhidas no auge da maturação de vinhas costeiras. Parte do vinho passa por envelhecimento em carvalho americano virgem e outra parte é envelhecida em barris de ex-bourbon. Os barris novos conferem notas tostadas e os usados aportam toques de baunilha e ervas secas, resultando num vinho complexo e único, diferente de qualquer outro Cabernet
Vinho tinto Donati;tinto;306.9;306.9;https://fibo.promokit.com.br/images/empresa/5300f6c0-1215-11ef-b1de-312f2cfb435f.png;Vinho elaborado em umas das mais conceituadas vinícolas dos Estados Unidos, Donati Cabernet Sauvignon é elegante, maduro e sedoso. Seus aromas remetem a notas de frutas vermelhas e pretas maduras, além de toques de baunilha e especiarias. Um elegante e super fresco tinto de Paso Robles.
VINHO TINTO COPPOLLA ROSSO E BIANCO SHIRAZ;tinto;159.9;159.9;https://fibo.promokit.com.br/images/empresa/65c51e60-327e-11ef-ad2b-a3fbbc5aa31c.png;Rosso é feito a partir de uma mistura de Zinfandel, Cabernet Sauvignon e Syrah de regiões de cultivo climaticamente diversas em toda a Califórnia. Isso nos ajuda a alcançar mais complexidade e nuances intrigantes. A fruta Lodi, em particular, se beneficia dos diferenciais de temperatura, onde o clima diurno extremamente quente é compensado pela brisa fresca da tarde do Delta de San Joaquin.
CAYMUS VINEYARDS ZINFANDEL;tinto;759.9;759.9;https://fibo.promokit.com.br/images/empresa/86eeed70-3281-11ef-8132-ad4d7770326b.png;De minúscula produção, o Zinfandel de Caymus é vendido apenas na própria vinícola e exportado para pouquíssimos países. O vinho é uma homenagem ao pai de Chuck Wagner, que era um fã da uva Zinfandel. Elaborado com uvas de vinhedos muito antigos, plantados na região de Santa Helena, o vinho é cortado com uma pequena parcela de Petit Sirah, que dá mais nervo e estrutura. Robusto, envolvente e repleto de notas de frutas maduras, é um tinto sedutor, que merece ser conhecido.
MENAGE A TROIS LIMELIGHT PINOT GRIGIO;tinto;99.9;99.9;https://fibo.promokit.com.br/images/empresa/de668a50-5710-11ef-96fb-c18a9210224c.png;Fruto da paixão de um casal de arquitetos, a história da vinícola é marcada pela relação do casal com o vinho, que foram à Califórnia em busca de vinhos de alta qualidade, balanceados e saborosos.
HARDYS stamp shiraz cabernet;tinto;59.9;59.9;https://fibo.promokit.com.br/images/empresa/26b5d410-1232-11ef-8cdc-fbc251e7462d.png;Vinho Hardys Stamp Shiraz Cabernet Sauvignon. Este vinho tinto foi desenvolvido com a máxima qualidade para agradar a todos os paladares sofisticados e exigentes. Ideal para acompanhar churrascos e carnes com molho condimentado.
TOURNON CHARDONNAY LANDSBOROUGH 2020;branco;177.9;177.9;https://fibo.promokit.com.br/images/empresa/002ab190-0336-11ef-ab01-eb31e66d3d14.png;Cor dourada pálida com notas verdes. O nariz é uma combinação de pêra, limão maduro e jasmim. Paladar rico e intenso, muito expressivo com um início frutado jovem seguido de um final longo e mineral. Sobre a vinícola : A família Chapoutier é conhecida há muito tempo como uma referência no Vale do Ródano, mas em 1997 Michel Chapoutier expandiu seus horizontes para o Novo Mundo, especificamente para a região australiana de Victoria. Inicialmente produzindo vinhos em conjunto com vinícolas locais renomadas, como JasperHill e Giaconda, em 2009 Chapoutier comprou as propriedades Shays Flat e Landsborough Valley nos Pirenéus australianos, dando origem ao Domaine Tournon, de propriedade integral. Não é novidade que o foco está em Shiraz, que sob a mão habilidosa de Chapoutier consegue evocar a mineralidade e a elegância do norte do Ródano, ao mesmo tempo que expressa o solo e o clima de Victoria.
TOURNON PYRENEES SHIRAZ;tinto;139.9;139.9;https://fibo.promokit.com.br/images/empresa/d79cd8e0-0cb1-11ef-983c-c722feb616d3.png;Cor dourada pálida com notas verdes. O nariz é uma combinação de pêra, limão maduro e jasmim. Paladar rico e intenso, muito expressivo com um início frutado jovem seguido de um final longo e mineral. Sobre a vinícola : A família Chapoutier é conhecida há muito tempo como uma referência no Vale do Ródano, mas em 1997 Michel Chapoutier expandiu seus horizontes para o Novo Mundo, especificamente para a região australiana de Victoria. Inicialmente produzindo vinhos em conjunto com vinícolas locais renomadas, como JasperHill e Giaconda, em 2009 Chapoutier comprou as propriedades Shays Flat e Landsborough Valley nos Pirenéus australianos, dando origem ao Domaine Tournon, de propriedade integral. Não é novidade que o foco está em Shiraz, que sob a mão habilidosa de Chapoutier consegue evocar a mineralidade e a elegância do norte do Ródano, ao mesmo tempo que expressa o solo e o clima de Victoria.
Vinho Australiano Tinto Seco Penfolds Koonunga Hill Shiraz;tinto;153.9;153.9;https://fibo.promokit.com.br/images/empresa/52489820-0cc3-11ef-a88d-9fc268a4c69b.png;"Maceração pré-fermentativa a frio; fermentação alcoólica em tanques de aço inox com controle de temperatura."
Pueblo sol tannat 750 ml;tinto;22.9;22.9;https://fibo.promokit.com.br/images/empresa/f218c600-04bb-11ef-93d6-7d324d680805.png;No paladar, o Pueblo del Sol Tannat revela-se jovem e vibrante, apresentando uma estrutura firme e taninos suaves, que desenham no paladar a textura de um vinho robusto, porém acessível. Cada gole é um convite para explorar mais da complexidade e riqueza que o solo uruguaio pode oferecer.
VINHO BCO MATAOJO TOURIGA NACIONAL ROSADO;rose;89.9;89.9;https://fibo.promokit.com.br/images/empresa/c7e6eee0-283a-11f0-8871-073b17e7377b.png;A uva Touriga Nacional é originalmente uma casta portuguesa tinta, mas nos apaixonamos pela sua versão rosé. Nós da Bodega Mataojo estávamos há tempos buscando um vinho rosado perfeito, e foi unindo a tradição portuguesa com o charme uruguaio que encontramos a composição ideal, com leveza e frescor sem perder a graça. Conseguimos sair do óbvio, desconstruir e ao mesmo tempo valorizar o que esta variedade tem de mais fascinante. No copo, sua intensidade de coloração é leve, assemelha-se a um pálido salmão. Aromaticamente, predominam os iogurtes de frutas silvestres como amora e ameixas frescas, um toque de framboesa e maça vermelha. O seu volume em boca não decepciona, e nos surpreende com uma justa e refrescante acidez.
CHATEAAU KSARA;tinto;178.9;178.9;https://fibo.promokit.com.br/images/empresa/8a49d060-0cb2-11ef-b964-5d24fa2f4d11.png;Château Ksara é a vinícola mais antiga do Líbano. Fundada em 1857 por monges jesuítas, Ksara aposta no terroir libanês e nas variedades francesas com seus vinhedos localizados no vale de Bekaa, que fica a 1.200 metros de altitude. O Vinho Chateau Ksara é perfeito para quem aprecia uma bebida com tradição, sabores impressionantes e versatilidade no mesmo rótulo. Desenvolvido na maior e mais visitada vinícola no Líbano, apresenta um aroma especial de frutas vermelhas, baunilha e especiarias, proporcionando uma sensação rica, complexa e com taninos macios na boca. Ideal para harmonizar com carnes vermelhas grelhadas, carne de caça, cordeiro assado, legumes grelhados, molhos consistentes (à caçadora) e queijos médios.
VINHO ISR GAMLA CABERNET SAUVIGNON TTO 750 ML;tinto;189.9;189.9;https://fibo.promokit.com.br/images/empresa/2e3d2530-0c79-11ef-9ec4-3d358f7dc5ce.png;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights
VINHO ISR GAMLA PINOT NOIR TTO 750 ML;tinto;189.9;189.9;https://fibo.promokit.com.br/images/empresa/92b361c0-0cb8-11ef-b56b-7beb72fdf6fe.png;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights.
VINHO ISR GAMLA SYRAH TTO 750 ML;tinto;189.9;189.9;https://fibo.promokit.com.br/images/empresa/4eb9f420-0cb8-11ef-a0e3-237d631dc8f4.png;Vinhos divertidos para um perfil jovem que quer escolher a uva e opta por uma origem inusitada. Feito exclusivamente com uvas cultivadas em alta altitude, solo vulcânico e clima frio, exibe características de frutas maduras e um toque de fumaça e expressa um estilo distinto e a personalidade de seus criadores, além da região de cultivo de Golan Heights.
CASA PERINE BRUT ROSE;rose;44.9;44.9;https://fibo.promokit.com.br/images/empresa/14d2c920-0d5e-11ef-9219-ef5002da961a.png;Espumante de coloração rosada cereja que se torna vibrante pelo intenso perlage na taça. Seus aromas tem nuances de frutas vermelhas frescas como framboesa e cereja. Seu sabor é frutado e fresco com final agradavelmente marcante.
CASA VALDUGA extra Brut;espumante;79.9;79.9;https://fibo.promokit.com.br/images/empresa/10e004f0-0d7b-11ef-9983-bdb72ad3892c.png;Espumante Casa Valduga Premium Extra Brut 750 ml Elaborado a partir das variedades Chardonnay e Pinot Noir através do Método Tradicional - refermentação em garrafa - permaneceu 24 meses nas caves subterrâneas maturando sobre leveduras.
ESPUMANTE 130 ANOS BRUT BLANC DE BLANC 750ML;espumante;169.9;169.9;https://fibo.promokit.com.br/images/empresa/d5fc20d0-f66e-11ee-9fd3-6d75a8eb7b80.png;Elaborado exclusivamente com uvas Chardonnay de safras especiais, através do método champenoise, permanece em autólise de leveduras por 36 meses. Encantador, possui coloração amarelo palha e um fino perlage. O bouquet revela grande intensidade e elegância, com perfeita harmonia entre as notas frutadas e as finas nuances amanteigadas e de brioche. A delicadeza da Chardonnay se transforma em um espumante único, com excelente cremosidade e frescor.
ESPUMANTE AURORA 0,0%;espumante;34.9;34.9;https://fibo.promokit.com.br/images/empresa/f9383f10-f5b6-11ee-a880-dde0c141af4b.png;Espumante Aurora 0,0% Álcool. Bebida leve elaborada com uvas americanas brancas apresenta um visual amarelo palha, possui um aroma adocicado com notas frutadas e um sabor doce com toques mais tropicais e delicados. Ideal para ser consumido a uma temperatura de 4°C - 6°C juntamente com sobremesas como a salada de frutas ou um creme de papaya. Bebida Não Alcoólica. Contém 750ml. Espumante Nacional.
ESPUMANTE CASA VALDUGA 130 BRUT ROSE;espumante;137.9;137.9;https://fibo.promokit.com.br/images/empresa/cd634110-f673-11ee-b8e6-fb09278cee0d.png;Luminoso, possui coloração salmão, com perlage fino e delicado, formando uma coroa generosa. O bouquet é expressivo, denotando frutas confitadas e licor de cereja, ao longo da degustação as notas de sua maturação revelam amêndoas e brioche. No palato, a sua cremosidade e elegância destacam-se juntamente com a acidez vibrante e suculenta, combinada com o retrogosto evidenciado pelos toques amanteigados.
ESPUMANTE CASA VALDUGA NATURE PREMIUM;espumante;79.9;79.9;https://fibo.promokit.com.br/images/empresa/e3964ec0-f671-11ee-9596-3b67d7bc431c.png;Espumante único elaborado com as seletas uvas Chardonnay e Pinot Noir, este exclusivo espumante simboliza toda a grandeza do método tradicional de refermentação em garrafa. Permaneceu 24 meses em caves.
ESPUMANTE CASA VALDUGA PREMIUM MOSCATEL;espumante;79.9;79.9;https://fibo.promokit.com.br/images/empresa/0145fd20-f673-11ee-a23f-35ee6a66d08b.png;Experimente o Espumante Casa Valduga Premivm Moscatel e surpreenda-se com seu aroma e sabor únicos. Elaborado com uvas selecionadas através do método Asti, este vinho é perfeito para quem busca qualidade e sofisticação em cada detalhe. Harmonize com entradas e sobremesas e desfrute de uma experiência inesquecível!
ESPUMANTE CASA VALDUGA ROSE;espumante;69.9;69.9;https://fibo.promokit.com.br/images/empresa/d4f0d540-f1e2-11ee-9ef9-674f0e49a0d1.png;Em boca é elegante e refrescante, possui bouquet delicado com notas florais e frutadas, lembrando pêssego e amora.
ESPUMANTE MOSCATO FREIXENET ASTI D.O.C.G. 750ML;espumante;94.9;94.9;https://fibo.promokit.com.br/images/empresa/98363e10-f5ed-11ee-a880-dde0c141af4b.png;Espumante Moscato Freixenet Asti DOCG 750ml. Freixenet Asti D.O.C.G. é um espumante doce, produzido em uma das mais prestigiadas regiões vinícolas da Itália, Piemonte. Um espumante único, delicado e elegante, devido ao seu processo de vinificação. Equilibra o frutado com doçura refrescante tornando-se ideal para momentos doces.
FREIXENET CORDON NEGRO 200 ML;espumante;26.9;26.9;https://fibo.promokit.com.br/images/empresa/9029a240-f1e0-11ee-9521-5188656ddae8.png;DESCRIÇÃO Espumante Freixenet Cava Cordon Negro Brut 200 ml. Lançado originalmente em 1974, Freixenet Cordón Negro é leve, apreciado por seu grande frescor e conhecido mundialmente por sua emblemática garrafa preta e dourada. Com aromas de frutas cítricas e acidez equilibrada, este Cava é perfeito para acompanhar aperitivos, carnes, massas e risotos. CARACTERÍSTICAS: Importado da Espanha. Graduação Alcoólica: 11,5% vol. Volume: 200 ml.
FREIXENET CORDON NEGRO BRUT 750ML;espumante;64.9;64.9;https://fibo.promokit.com.br/images/empresa/cac03600-f10c-11ee-9405-61adbde6b70b.png;Cava Freixenet Cordon Negro Brut. Cava leve muito apreciado por seu grande frescor. O elevado teor da uva Parellada no coupage e a fermentação com temperatura controlada de 12ºC lhe conferem aromas finos e intensos, predominando os frutais. Sua coloração é amarelo palha e brilhante. Sua borbulha, fina e persistente, forma uma excelente coroa. Tem paladar límpido, leve e com elegante e ampla via retronasal. Ideal para acompanhar frutos do mar, risotos e carnes brancas. Coupage: 40% Parellada, 35% Macabeo e 25% Xarello. Temperatura ideal de consumo: 6 a 7ºC. Graduação Alcoólica 12%. Contém 750ml. Cava Importado da Espanha.
FREIXENET ICE BRANCA;espumante;69.9;69.9;https://fibo.promokit.com.br/images/empresa/791d5b80-f1f6-11ee-ac51-7b9d2420db59.png;Espumante Freixenet Ice Branco 750ml Semi Seco Como todo tradicional Cava, Freixenet Ice é elaborado com as uvas Macabeo, Xarel-lo e Parrellada do clássico Cordon Negro, com um toque de Chardonnay, que contribui para realçar as notas frutadas, garantindo mais leveza, acentuando os tons cítricos. Envelhecimento e Conservação: A primeira fermentação é realizada em cubas de inox, com temperatura controlada. A segunda fermentação acontece na garrafa entre 12 e 14 meses. Notas: Com perlages finas combinadas com notas de pêssegos, peras maduras, flores e nuances de frutas tropicais, no paladar é cremoso e doce com um final longo e pode ser valorizado quando apreciado com cubos de gelo e frutas. Graduação Alc.: 11,5% Volume: 750ml Importado da Espanha Você esta comprando: 01 Unidade Espumante Freixenet Ice Branco 750ml Semi Seco
FREIXENET ICE ROSE;espumante;69.9;69.9;https://fibo.promokit.com.br/images/empresa/c33fef20-f1f6-11ee-b5a5-172f9ae5ba1d.png;Perfeita com queijos suaves e sobremesas saborosas. E o segredo de sua excelência também está no processo de fermentação: uma cuidadosa primeira etapa em cubas de inox sob temperatura controlada, seguida por uma segunda fermentação na garrafa que dura entre 9 e 12 meses. Compre online e descubra a magia deste espumante, entregue com todo carinho pelo Vineria 9 diretamente em sua residência.
FRIXENET PINOT GRIGIO;espumante;68.9;68.9;https://fibo.promokit.com.br/images/empresa/e4b73c50-f285-11ee-bdf9-77dac3760d1a.png;Vinho Freixenet Pinot Grigio DOC. O vinho Freixenet Pinot Grigio DOC é um elegante vinho branco feito com as melhores uvas da pitoresca região de Garda, no norte da Itália. Delicado, fresco e agradável, Freixenet Pinot Grigio Garda DOC é sutil e fácil de beber. Mescla notas de maçã verde, frutas cítricas e flores brancas e é muito equilibrado no paladar. Graduação Alcoólica 11,5%. Contém 750ml. Vinho Importado da Itália.
ESPUMANTE CHANDON DEMI SEC;espumante;79.9;79.9;https://fibo.promokit.com.br/images/empresa/24e1ac60-0a47-11ef-93e7-b911602aea30.png;Espumante Chandon Riche Demi-Sec 750 ml De Garibaldi na tradicional região produtora da Serra Gaúcha, em altitudes de 350 a 700 m, e da nova região de Encruzilhada, em altitudes de 300 a 400 m, vêm as uvas que compõem a Chandon Richie Demi-Sec. Selecionamos as microrregiões de clima ameno, dias não muito quentes e noites frescas, solos bem drenados, capazes de eliminar rapidamente os excessos de água das chuvas. Estas condições permitem obter uvas de alta qualidade, sãs, maduras, apresentando bons teores de acidez natural e aromas delicados, características essenciais para elaborar espumantes de classe mundial. Chandon Riche Demi-Sec é generosa e aveludada perfeita para ocasiões especiais. Mais doce que a Chandon Réserve Brut é também elaborada com as uvas Riesling Itálico Chardonnay e Pinot Noir trazendo em seu aroma notas de frutas tropicais com um toque de mel e baunilha. Paladar aveludado, com bom frescor, excelente cremosidade e ótima. Grande espumante gastronômico (sobremesas, pratos agridoces ou picantes) harmonia entre acidez e doçura. Consuma entre 6°C - 9°C Teor Alcoólico: 11,60% 70% Riesling Itálico 15% Chardonnay 15% Pinot Noir
CASA PERINE BRUT;espumante;44.9;44.9;https://fibo.promokit.com.br/images/empresa/c87dc520-0d5d-11ef-9ec4-3d358f7dc5ce.png;Elaborado com as uvas moscatéis da região da Indicação de Procedência da Farroupilha, famosa e reconhecida por sua excelência na produção desta variedade no Brasil.
Espumante Monte Paschoal;espumante;29.9;29.9;https://fibo.promokit.com.br/images/empresa/0b2f84a0-0d6b-11ef-a0e3-237d631dc8f4.png;Descubra o sabor sofisticado do Espumante Monte Paschoal Brut. Um vinho brasileiro de alta qualidade produzido com as variedades de uvas Chardonnay e Pinot Noir. Com aromas frutados e paladar cremoso, é perfeito para harmonizar com entradas, carnes e pratos típicos.
Casa Valduga arte Tradi��o;espumante;69.9;69.9;https://fibo.promokit.com.br/images/empresa/f3937340-0d7b-11ef-9289-5fa42a1b4ea1.png;Espumante Casa Valduga Arte Brut 750 ml. Elaborado pelo método Champenoise e maturado em caves subterrâneas, possui perlage fino e duradouro.
Espumante Rondel brut;espumante;30.9;30.9;https://fibo.promokit.com.br/images/empresa/85bdc970-0d7f-11ef-9289-5fa42a1b4ea1.png;Gran vista, bonito perlado. Es aromático y fresco, con agradables aromas a frutas maduras como las manzanas y duraznos blancos, pan tostado y frutos secos, propios de su crianza en cava. Al paladar presenta gran equilibrado con ligera y agradable ácidez.
ESPUMANTE LA ROCHE BRUT;espumante;38.9;38.9;https://fibo.promokit.com.br/images/empresa/336240d0-1c60-11ef-b771-0105a4fb8f90.png;O Espumante Francês La Roche Demi Sec Branco oferece um encantador tom amarelo-palha e aromas frutados e cítricos. Com corpo leve e acidez equilibrada, é a escolha ideal para harmonizar com pratos à base de aves, saladas e frutos do mar. Produzido pela Les Grands Chais de France na região de Charente, França, pelo método Charmat, este espumante combina qualidade e acessibilidade de maneira excepcional. Descubra o melhor custo-benefício em um espumante francês que reflete a tradição e a paixão pela vinicultura.
FREIXENET ICE BRANCA 200 ml;espumante;28.9;28.9;https://fibo.promokit.com.br/images/empresa/b0c3ef10-9ed8-11ef-9ac6-2516ebce32f7.png;Espumante Freixenet Ice Branco 200 ml Semi Seco Como todo tradicional Cava, Freixenet Ice é elaborado com as uvas Macabeo, Xarel-lo e Parrellada do clássico Cordon Negro, com um toque de Chardonnay, que contribui para realçar as notas frutadas, garantindo mais leveza, acentuando os tons cítricos. Envelhecimento e Conservação: A primeira fermentação é realizada em cubas de inox, com temperatura controlada. A segunda fermentação acontece na garrafa entre 12 e 14 meses. Notas: Com perlages finas combinadas com notas de pêssegos, peras maduras, flores e nuances de frutas tropicais, no paladar é cremoso e doce com um final longo e pode ser valorizado quando apreciado com cubos de gelo e frutas. Graduação Alc.: 11,5% Volume: 750ml Importado da Espanha Você esta comprando: 01 Unidade Espumante Freixenet Ice Branco 750ml Semi Seco
CASA PERINE MOSCATEL;espumante;44.9;44.9;https://fibo.promokit.com.br/images/empresa/c87dc520-0d5d-11ef-9ec4-3d358f7dc5ce.png;Elaborado com as uvas moscatéis da região da Indicação de Procedência da Farroupilha, famosa e reconhecida por sua excelência na produção desta variedade no Brasil.
CHAMPAGNE MOET NECTAR IMPERIAL;CHAMPANHE;399.9;399.9;https://fibo.promokit.com.br/images/empresa/5df8e0d0-0713-11f0-912f-c1ef2d822788.png;Champagne Moët & Chandon Nectar Impérial 750ml Conhecida por suas conquistas, inovações e por seu lendário espírito pioneiro, é a Maison que apresentou o champagne ao mundo. Sinônimo das mais veneradas tradições e dos mais modernos prazeres, Moët & Chandon vem celebrando por mais de 270 anos momentos triunfantes com grandiosidade e generosidade. O Nectar Impérial destaca o sabor de peixe, carnes vermelhas e brancas, ovos escalfados ou cozidos em molho cremoso, frutas brancas maduras, frutas tropicais ou carnes amarelas, frutas secas ou glaceadas, nozes gordurosas e especiarias. Sirva de 10ºC a 12ºC Champagne não safrado. Amadurecimento de 21 meses. Teor alcoólico: 12% 36 - 40% Pinot Noir 30 - 40% Meunier 20 - 30% Chardonnay
CHAMPAGNE TAITTINGER PRESTIGE 750 ML;CHAMPANHE;499.9;499.9;https://fibo.promokit.com.br/images/empresa/1386c550-0d57-11ef-9983-bdb72ad3892c.png;A paixão pelo vinho fez com que Pierre Taittinger descobrisse os vinhedos de champagne durante a primeira guerra mundial e anos depois criasse o Champagne Taittinger Brut Millésimé, que tem conquistado seu lugar nas melhores casas de Champagne. Um vintage francês premiado, que apresenta a melhor seleção de uvas provenientes de vinhedos Grands Crus, textura encorpada com potencial de envelhecimento notável, perlage agradável e tons dourados reluzentes, harmonizados numa combinação aromática de notas florais, frutas maduras e um delicado toque de mel, trazendo à boca, sensações persistentes e boa cremosidade. Aprecie uma taça espumante desta rica bebida com aperitivos, caviar, mariscos, ostras frescas, saladas e risoto de frutos do mar.
CHAMPGNE RUIMART BLANC DE BLANC;CHAMPANHE;699.9;699.9;https://fibo.promokit.com.br/images/empresa/409547f0-0d4e-11ef-b071-f1e909dd9776.png;A maison mais antiga de Champagne, a Ruinart foi fundada em Reims em 1729, quando a família Ruinart adquiriu o terreno onde hoje está localizada a propriedade. Com suas galerias palacianas, salões e pátio, a maison em si é impressionante o suficiente, mas talvez a característica mais impressionante de todas esteja no subsolo: as adegas subterrâneas localizadas em grutas conhecidas como crayères, que se estendem por aproximadamente 8 km e se erguem em três níveis. São nas crayères que, desde o século 18, a Ruinart armazena e envelhece seu precioso vinho espumante. O Champagne Blanc de Blancs da Ruinard é uma assemblage de vinhos 100% Chardonnay de diferentes safras, sendo 20 a 25% dos quais são vinhos de reserva dos 2 anos anteriores, a grande maioria dos Premiers Crus das vinhas Côte des Blancs e Montagne de Reims para refinamento aromático, complementados por vinhos Sézannais conhecidos por fornecerem maturidade. Por fim, vários vinhos do norte do vale do Vesle dão um toque leve e fresco. No nariz, é muito intenso no início, com notas de fruta fresca, especialmente cítricos maduros. Um segundo nariz floral refinado com notas de flores brancas e frutas (pêssegos brancos, abacaxi). Ataque suave e harmonioso na boca, muito arredondado. Linda cor amarelo dourado pálido com suaves reflexos verdes, uma cor vibrante e luminosa. Efervescência ativa com liberação persistente de bolhas.
CHAMPAGNE CHANDON GARDEN SPRITZ;CHAMPANHE;89.9;89.9;https://fibo.promokit.com.br/images/empresa/602c01b0-a8d2-11ef-9cd6-7963f39f2f10.png;Caracteriza-se por sua delicada cor amarela com reflexos dourados, sua espuma abundante e persistente com formação de um colarinho no contorno da taça, perlage de borbulhas finas, ativas e numerosas. O aroma apresenta características florais (flores brancas) e frutadas (cítricos, maçã e um toque de abacaxi) com uma nuance de pão fresco. O paladar começa por um ataque franco de uma acidez equilibrada, continua com uma nítida sensação de redondeza e frescor, finaliza com notas de frutas secas e cítricas com uma persistência média. É apropriado como aperitivo e para acompanhar toda a refeição.
